"Her face, still ashen-grey, pales even further as her attention turns to the corpse in the center of the room","Her face, still ashen-grey, pales even further as her attention turns to the corpse in the center of the room",
"Driina, what is this room?","Driina, what is this room?",
Driina presses her palms lightly against her face before removing them in a gesture that reminds you of an unmasking,Driina presses her palms lightly against her face before removing them in a gesture that reminds you of an unmasking,
An embalming chamber,An embalming chamber,
This is where our acolytes preserve the sacred flesh of our dead,This is where our acolytes preserve the sacred flesh of our dead,
"Driina does not look at you as she speaks, her attention already reclaimed by one of the tomes","Driina does not look at you as she speaks, her attention already reclaimed by one of the tomes",
"For those touched by the Reticulum, the veil between the living and the dead is thinner","For those touched by the Reticulum, the veil between the living and the dead is thinner",
"Though the flesh may die, an….echo persists","Though the flesh may die, an… echo persists",
"With a shake of her head, Driina slams the book shut","With a shake of her head, Driina slams the book shut",
This is not the time for theology,This is not the time for theology,
We must press on,We must press on,
"Stepping into this room, you are at once terrified and awestruck by the alien-ness mixed with sanctity","Stepping into this room, it leaves an immediate impression on you: at once you are terrified and awestruck by its unusual appearance, like nothing you've ever seen in this world; as if it were architected by aliens. Despite this, it exudes a definite aura of unnerving sanctity",
A room not meant for common eyes where the imperial priesthood plies it's strange and sacred rituals,A room not meant for common eyes where the imperial priesthood plies it's strange and sacred rituals,
The room before you is like none you have ever seen,The room before you is like none you have ever seen,
"A creeping sensation tingles down your spine as you take in the terrifying array of ancient tomes, jars filled with strange liquids, and what appears to be a corpse wrapped in stiff, white cloth","A creeping sensation sends an unsettling shiver down your spine as you take in the terrifying array of ancient tomes, jars filled with strange liquids, and what appears to be a corpse wrapped in stiff, white cloth",
#HorrynCryptEnterFinalRoom,#HorrynCryptEnterFinalRoom,
"As you approach the entrance to the large vault, you can’t help but notice the slightest of drafts in the otherwise stale air of the crypt","As you approach the entrance to the large vault, you can’t help but notice the slightest of drafts in the otherwise stale air of the crypt",
The secret tunnel must lie somewhere inside,The secret tunnel must lie somewhere inside,
#HorrynCryptEntrance,#HorrynCryptEntrance,
The corpse belongs to a young man with sunken cheeks and a shaved head,The corpse belongs to a young man with sunken cheeks and a shaved head,
A faded tattoo on his forehead marks him as an acolyte of the temple,A faded tattoo on his forehead marks him as an acolyte of the temple,
"His face is a mask of pain, terror or, more likely, both","His face is a mask of pain, terror or, more likely, both",
"As you carefully shift him, intestines spill out with a wet squelch","As you carefully shift him, intestines spill out with a wet squelch",
Try to determine the cause of death,Try to determine the cause of death,
Driina steps away from the corpse and whispers a prayer beneath her breath,Driina steps away from the corpse and whispers a prayer beneath her breath,
Her eyes are wide with fear as she takes in the mangled display before her,Her eyes are wide with fear as she takes in the mangled display before her,
This is not the work of Reavers…. something else is afoot,This is not the work of Reavers… something else is afoot,
This man tended the sacred flesh of the dead,This man tended the sacred flesh of the dead,
These tombs,These tombs,
"she trails off, and then, as if deciding something, gives a sharp shake of her head","she trails off, and then, as if deciding something, gives a sharp shake of her head",
Come,Come,
We must find the cause of this carnage,We must find the cause of this carnage,
In the fluttering light of the tomb you can tell her face has turned ashen gray,In the fluttering light of the tomb you can tell her face has turned ashen gray,
Let's be on our way,Let's be on our way,
Where to now?,Where to now?,
"The youth is too mangled to determine a cause of death, but it is clear from the sheer amount of blood at your feet that this was not a quick and painless end","The youth is too mangled to determine a cause of death, but it is clear from the sheer amount of blood at your feet that its tragic end was neither quick nor painless",
"After examining the corpse, you are horrified to discover the youth’s abdomen has been torn apart by claws or…fingers?","After examining the corpse, you are horrified to discover the youth’s abdomen has been torn apart by claws or… fingers?",
"Stranger still are the thin, purple strands festering inside of the wound","Stranger still are the thin, purple strands festering inside of the wound",
"As you enter the dimly lit crypt, your senses are immediately assaulted by the scent of fresh carnage","As you enter the dimly lit crypt, your senses are immediately assaulted by the scent of fresh carnage",
The scent is still faint enough that you are sure whatever awaits you below has not been dead for long,The scent is still faint enough that you are sure whatever awaits you below has not been dead for long,
"Your suspicions are soon confirmed; at the foot of the stairs ahead of you lies the mangled remains of a man in white, bloodstained robes","Your suspicions are soon confirmed; at the foot of the stairs ahead of you lies the mangled remains of a man in white, bloodstained robes",
Examine the corpse,Examine the corpse,
"With one final glance at the corpse, you push aside your fear and delve into the blackness ahead","With one final glance at the corpse, you push aside your fear and delve into the blackness ahead",
The shadowy expanse of the crypt stretches before you,The shadowy expanse of the crypt stretches before you,
"Whatever is happening here, you must venture deeper into the darkness if you wish to find your way into the Keep above","Whatever is happening here, you must venture deeper into the darkness if you wish to find your way into the Keep above",
Driina peers into the darkness ahead,Driina peers into the darkness ahead,
"I am unsure of the tunnel’s exact location, save that it lies somewhere in the deep crypts to the south","I am unsure of the tunnel’s exact location, save that it lies somewhere in the deep crypts to the south",
"However, given what we have discovered here, I would advise we explore this level for clues before moving on","However, given what we have discovered here, I would advise we explore this level for clues before moving on",
#HorrynCryptFinal,#HorrynCryptFinal,
"The Wight King emits a roaring scream as, one by one, the lids of the surrounding sarcophogi fly open","The Wight King emits a roaring scream as, one by one, the lids of the surrounding sarcophogi fly open",
"In the lingering dust, five gaunt, yellow-fanged creatures emerge from their graves","In the lingering dust, five gaunt, yellow-fanged creatures emerge from their graves",
"Wishing to put an end to the tomb’s horrifying curse, you give the ancient sword to the King","Wishing to put an end to the tomb’s horrifying curse, you give the ancient sword to the King",
"He takes it from you eagerly, and then, with a final sigh that echoes eerily throughout the crypt, the ancient creature returns once more to his slumber","He takes it from you eagerly, and then with a final sigh that echoes eerily throughout the crypt, the ancient creature returns once more to his slumber",
Standing atop the stone dais is the emaciated form of what appears to have once been a King,Standing atop the stone dais is the emaciated form of what appears to have once been a King,
"Rust has long since destroyed much of its royal armor, and what little flesh remains on its skeletal form is covered in the same crawling, purple fungus that seems to infect these tombs","Rust has long since destroyed much of its royal armour, and what little flesh remains on its skeletal form is covered in the same crawling, purple fungus that seems to infect these tombs",
DIE ABOMINATION!,"DIE, ABOMINATION!",
I command you to bring me the usurper’s blade,I command you to bring me the usurper’s blade,
Return without it and your life is forfeit,Return without it and your life is forfeit,
The undead King has not moved from his place atop the dais,The undead King has not moved from his place atop the dais,
The fungus growing within him seems to writhe with renewed vigor at your approach,The fungus growing within him seems to writhe with renewed vigor at your approach,
Why have you returned?!,Why have you returned?!,
I have your sword!,I have your sword!,
I've come to end you!,I've come to end you!,
You present the sword taken from Joran the Usurper’s tomb,You present the sword taken from Joran the Usurper’s tomb,
Is this the sword that was stolen from you?,Is this the sword that was stolen from you?,
The Wight King surges forward,The Wight King surges forward,
The Lake Blade!,The Lake Blade!,
Giiiivveee iiittt ttooo mmee!,Giiiivve iiittt ttoo mmeeee!,
I'll keep it for myself,I'll keep it for myself,
Take it!,Take it!,
You do not know?,You do not know?,
the wight bellows,the wight bellows,
I am Enar,I am Enar,
"All-King, Lord of Idra, Wielder of the mighty Lake Blade!","All-King, Lord of Idra, Wielder of the mighty Lake Blade!",
And why do you linger here?,And why do you linger here?,
The wight emits a pained moan as he reaches for the empty sheath at his waist,The wight emits a pained moan as he reaches for the empty sheath at his waist,
I shall not rest until I have reclaimed the blade Joran the Usurper stole from me!,I shall not rest until I have reclaimed the blade Joran the Usurper stole from me!,
I have your blade!,I have your blade!,
#HorrynCryptJunction,#HorrynCryptJunction,
"The terrifying sight of their clawed, bloodied fingers reaching toward you conjures the image of the torn-apart corpse at the crypt’s entrance","The terrifying sight of their clawed, bloodied fingers reaching toward you conjures the image of the torn-apart corpse at the crypt’s entrance",
"You steel yourself, determined you will not meet the same end","You steel yourself, determined you will not meet the same end",
Driina peers into the blackness straight ahead,Driina peers into the blackness straight ahead,
"These corridors lead to the crypt’s tombs, where we shall find the entrance we seek","These corridors lead to the crypt’s tombs, where we shall find the entrance we seek",
"Alas, I know not which path is the correct one, and which may lead us to….whatever madness lies ahead","Alas, I know not which path is the correct one, and which may lead us to… whatever madness lies ahead",
"Furthermore, the gate ahead appears to be locked","Furthermore, the gate ahead appears to be locked",
The shuffling of bare feet on stone sounds from down the corridor to your left,The shuffling of bare feet on stone sounds from down the corridor to your left,
You are not alone,You are not alone,
Vague shapes linger just at the edge of darkness,Vague shapes linger just at the edge of darkness,
Who goes there?,Who goes there?,
Driina shouts,Driina shouts,
An unmistakable tremble has crept into her voice,An unmistakable tremble has crept into her voice,
You arrive at a dimly lit junction with an intricate mosaic at its center,You arrive at a dimly lit junction with an intricate mosaic at its center,
Four paths lay before you,Four paths lay before you,
"As you take in your surroundings, you notice fresh smears of blood leading into the eastern tunnel","As you take in your surroundings, you notice fresh smears of blood leading into the eastern tunnel",
The path ahead is barred by a locked gate,The path ahead is barred by a locked gate,
"Moving closer, you notice the faint flicker of movement out of the corner of your eye","Moving closer, you notice the faint flicker of movement out of the corner of your eye",
"Slowly, the shadows moving toward you morph into familiar, humanoid shapes","Slowly, the shadows moving toward you morph into familiar, humanoid shapes",
Survivors?,Survivors?,
Or perhaps assailants?,Or perhaps assailants?,
"You just manage to catch a glimpse of emaciated flesh and sharp, yellow fangs before the creatures are upon you","You just manage to catch a glimpse of emaciated flesh and sharp, yellow fangs before the creatures are upon you",
#HorrynCryptLongCrypt,#HorrynCryptLongCrypt,
LOREM IPSUM,LOREM IPSUM,
An exit!,An exit!,
#HorrynCryptSecretTunnel,#HorrynCryptSecretTunnel,
#HorrynCryptSwordTomb,#HorrynCryptSwordTomb,
Who drags me from the black stars!?,Who drags me from the black stars!?,
screams the skeletal figure,screams the skeletal figure,
"As it emerges from the billowing dust, its regal, ancient armour seems to glimmer in the faint light","As it emerges from the billowing dust, its regal, ancient armour seems to glimmer in the faint light",
A thousand curses are too few!!!,A thousand curses are too few!!!,
The creature raises its sword in the air as it charges toward you!,The creature raises its sword in the air as it charges toward you!,
"Pushing as hard as you can, you are met with an unnatural resistance, almost as if something is holding the lid shut from within","Pushing as hard as you can, you are met with an unnatural resistance, almost as if something is holding the lid shut from within",
Perhaps there is another way of opening this tomb?,Perhaps there is another way of opening this tomb?,
"You are met with an unnatural resistance, almost as if something is holding the lid shut from within","You are met with an unnatural resistance, almost as if something is holding the lid shut from within",
"Straining with all your might, you overpower the unknown force and stumble forward as the lid suddenly shifts","Straining with all your might, you overpower the unknown force and stumble forward as the lid suddenly shifts",
"There is little time to catch your breath, for something is emerging from the newly opened tomb","There is little time to catch your breath, for something is emerging from the newly opened tomb",
The beautifully carved sarcophagus before you features an effigy depicting a man with sharp aquiline features and a stern gaze,The beautifully carved sarcophagus before you features an effigy depicting a man with sharp aquiline features and a stern gaze,
Open the sarcophagus,Open the sarcophagus,
"Shouting the name, your voice echoes inside the vaulted crypt","Shouting the name, your voice echoes inside the vaulted crypt",
"For a moment, all is silent","For a moment, all is silent",
"And then, with a booming crack, the lid is violently flung open","And then, with a booming crack, the lid is violently flung open",
"The momentum sends you tumbling to the floor, leaving you desperately scrambling to regain your footing as something begins to emerge from the newly opened tomb","The momentum sends you tumbling to the floor, leaving you desperately scrambling to regain your footing as something begins to emerge from the newly opened tomb",
"The lid begins to slide off as you push against it until, suddenly, a hissing screech emits from the interior of the sarcophagus","The lid begins to slide off as you push against it until, suddenly, a hissing screech emits from the interior of the sarcophagus",
The lid trembles violently as it is forced back into place by some unholy force within,The lid trembles violently as it is forced back into place by some unholy force within,
Someone or something is pitting its will against you!,Someone or something is pitting its will against you!,
Attempt to force it open,Attempt to force it open,
"Call out to ""Joran the Usurper","Call out to ""Joran the Usurper",
#,#,
# Chapter_1_HorrynSewers,# Chapter_1_HorrynSewers,
#,#,
#HorrynReaverAltar,#HorrynReaverAltar,
This tablet has claimed many minds,This tablet has claimed many minds,
The Reavers were once sane men,The Reavers were once sane men,
"Now they are murderous beasts and I know in my blood, this helped spark their madness","Now they are murderous beasts and I know in my blood, this helped spark their madness",
She spits on the tablet,She spits on the tablet,
I wonder... did they catch it in their nets by chance?,I wonder... did they catch it in their nets by chance?,
"Or were there deeper, darker forces at work?","Or were there deeper, darker forces at work?",
Loot the altar,Loot the altar,
Examine the artifact more closely,Examine the artifact more closely,
A hideous simulacrum of an altar stands before you,A hideous simulacrum of an altar stands before you,
"The large stone slab is smeared with blood and feces, and obscenely decorated with the rotted eggs of sea birds and the bones of small creatures","The large stone slab is smeared with blood and feces, and obscenely decorated with the rotted eggs of sea birds and the bones of small creatures",
A small pile of coins and precious stones have been placed upon it as well,A small pile of coins and precious stones have been placed upon it as well,
"Its most striking feature, however, is the weathered, greenish stone tablet that serves as a centerpiece","Its most striking feature, however, is the weathered, greenish stone tablet that serves as a centerpiece",
"Leaning in and in the dim light, you can make out line upon line of faint carvings and grotesque imagery covering the tablet","Leaning in and in the dim light, you can make out line upon line of faint carvings and grotesque imagery covering the tablet",
It seems to writhe and contort in impossible ways and for a moment you can almost hear whispering,It seems to writhe and contort in impossible ways and for a moment you can almost hear whispering,
Pull Away,Pull Away,
You pull back from the hideous artifact and for some reason your mind resounds with a single thought,You pull back from the hideous artifact and for some reason your mind resounds with a single thought,
The tablet came from the unknowable depths of the sea,The tablet came from the unknowable depths of the sea,
No doubt an item of power and value... to the right person,No doubt an item of power and value... to the right person,
Driina shudders,Driina shudders,
This is an artifact of pure evil,This is an artifact of pure evil,
"Driina, what is this thing?","Driina, what is this thing?",
You carefully place the tablet in your bags before picking through the offal covering the rest of the altar for what precious items you find there,You carefully place the tablet in your bags before picking through the offal covering the rest of the altar for what precious items you find there,
Your bags feel heavy as you heft them over your shoulder,Your bags feel heavy as you heft them over your shoulder,
You force yourself to scan the tablet and its hideous carvings,You force yourself to scan the tablet and its hideous carvings,
The scripture makes little sense to you but there are images as well,The scripture makes little sense to you but there are images as well,
Suggestive images,Suggestive images,
"However, you decide that you lack the required knowledge to make sense of them and quickly look away","However, you decide that you lack the required knowledge to make sense of them and quickly look away",
"Taking a deep breath, you force yourself to look upon the hideous carvings again","Taking a deep breath, you force yourself to look upon the hideous carvings again",
You fail to make any further sense of the writing but your eyes linger on the crude renditions of humanoid figures,You fail to make any further sense of the writing but your eyes linger on the crude renditions of humanoid figures,
"Some appear to be men, or at least man-like","Some appear to be men, or at least man-like",
"Small and pathetic, they kneel in worship of others, much larger and monstrous figures","Small and pathetic, they kneel in worship of others, much larger and monstrous figures",
"In another series of images, the subject matter becomes more disturbing still","In another series of images, the subject matter becomes more disturbing still",
"Squatting obscenely, the larger horrors embrace the smaller men and in a grotesque imitation of lovers, it appears as if they are kissing deeply","Squatting obscenely, the larger horrors embrace the smaller men and in a grotesque imitation of lovers, it appears as if they are kissing deeply",
You feel nausea rising up and look away from the hideous tablet,You feel nausea rising up and look away from the hideous tablet,
#HorrynSewerJack,#HorrynSewerJack,
My badge indeed!,My badge indeed!,
The sewerjack grabs the badge and tries to wipe some of the grime off of it,The sewerjack grabs the badge and tries to wipe some of the grime off of it,
For a moment there I thought I was in real trouble,For a moment there I thought I was in real trouble,
Don’t you come closer now!,Don’t you come closer now!,
The man cautioned as he brandished a mace,The man cautioned as he brandished a mace,
He’s covered with grime from top to toe and looks oddly at home in the muck and filth of the sewers,He’s covered with grime from top to toe and looks oddly at home in the muck and filth of the sewers,
The odd man squints as he raises his lantern to get a better look at you,The odd man squints as he raises his lantern to get a better look at you,
Though you’re certainly not one of those mad-men!,Though you’re certainly not one of those madmen!,
Begging your pardon my lord but one can’t be careful enough these days,"Begging your pardon my lord, but one can’t be careful enough these days",
Begging your pardon my lady but one can’t be careful enough these days,"Begging your pardon my lady, but one can’t be careful enough these days",
I'm glad you can tell the difference,I'm glad you can tell the difference,
Spend too much time down here and your mind begins playing tricks on you,Spend too much time down here and your mind begins playing tricks on you,
Such is the life of a sewerjack I suppose,"Such is the life of a sewerjack, I suppose",
Not that I’m much of one; having lost my badge of office and all!,Not that I’m much of one; having lost my badge of office and all!,
Badge of office?,Badge of office?,
Do you mean this?,Do you mean this?,
Offer badge,Offer badge,
A brass badge that us sewerjack wear,A brass badge that us sewerjack wear,
Tis’ a badge of our authority you know!,"‘Tis a badge of our authority, you know!",
The man puffs out his chest in the slightest,The man puffs out his chest a little with pride; then deflates in shame when he touches the vacant place it was pinned to,
"But as I said, mine’s lost","But as I said, mine’s lost",
Must have dropped it when I scuffled with that pack of vermin near those side tunnels to the east of here,Must have dropped it when I scuffled with that pack of vermin near those side tunnels to the east of here,
The man half-turns and shows you a large bloody gash torn across his back,"The man pivots his torso, revealing a large bloody gash torn across his back as proof",
I think I've already found it!,I think I've already found it!,
I'll keep an eye out,I'll keep an eye out,
But do you mind answering some questions first?,But do you mind answering some questions first?,
These here sewers are a bit of a maze until you get to know them,These here sewers are a bit of a maze until you get to know them,
"But for the most part, as long you stay away from the beasties and muck, you can’t really get too lost","But for the most part, as long you stay away from the beasties and muck, you can’t really get too lost",
All tunnels loop back to the central cisterns one way of another,All tunnels loop back to the central cisterns one way or another,
"And if you’re real clever-like, you can use the tunnels to get almost anywhere in the city","And if you’re real clever-like, you can use the tunnels to get almost anywhere in the city ",
There are three outlets that empty into the harbor,There are three outlets that empty into the harbour,
The westernmost of them has planks that allow you to sneak out onto the docks,The westernmost of them has planks that allow you to sneak out onto the docks,
"And if you need to get to the area by the temple, now that it’s blocked off and all, there is a side tunnel in the western part of the sewers that leads into a cellar near the temple","And if you need to get to the area by the temple, now that it’s blocked off and all, there is a side tunnel in the western part of the sewers that leads into a cellar near the temple",
"Finally, in the south-eastern tunnels, you might come across a staircase leading down into the Underhalls","Finally, in the southeastern tunnels, you might come across a staircase leading down into the Underhalls",
All kinds of queer folk can be found there,All kinds of queer folk can be found there,
Thieves and cutthroats and the like,"Thieves and cutthroats and, and, the like",
"They¨'re not Reavers though, mind you","They're not Reavers though, mind you",
I hear they even have some kind of market down there where all kinds of wares can be had,I hear they even have some kind of market down there where all kinds of wares can be had,
But I’d give them a wide berth if I were you,But I’d give them a wide berth if I were you,
Best not take any chances,Best not take any chances,
Ask away!,Ask away!,
What's a 'sewerjack' exactly?,What's a 'sewerjack' exactly?,
What's the layout of this place?,What's the layout of this place?,
Any Reavers down here?,Any Reavers down here?,
I have to get going,I have to get going,
They do come down here from time to time!,They do come down here from time to time!,
It seems they’ve barricaded the city above off into sections and it seems using the sewers might be the easiest way to move between areas,It seems they’ve barricaded the city above off into sections and it seems using the sewers might be the easiest way to move between areas,
A small group of them came through here a few days ago,A small group of them came through here a few days ago,
I shadowed them for a bit but then they rounded a corner and before I could catch up to them they were gone,I shadowed them for a bit but then they rounded a corner and before I could catch up to them they were gone,
Just like that,Just like that,
"For the life of me, I don’t understand where they could’ve gone","For the life of me, I don’t understand where they could’ve gone",
"I lost their trail north east of here, in the bend where the fungus-patches grow","I lost their trail north east of here, in the bend where the fungus patches grow",
You’re back!,You’re back!,
Good to see you’ve kept your wits about you down here!,Good to see you’ve kept your wits about you down here!,
I need to ask you some questions!,I need to ask you some questions!,
I found your badge,I found your badge,
"Now listen, I don’t have anything of value on me except what’s in my noggin","Now listen, I don’t have anything of value on me except what’s in my noggin",
"Noone knows these sewers better than me, see, and the least I can do for you is give you this","No one knows these sewers better than me, see, and the least I can do for you is give you this",
"He pulls out a piece of paper, scribbles some notes on it and hands it to you","He pulls out a piece of paper, scribbles some notes on it and hands it to you",
It appears to be a map of the sewers,It appears to be a map of the sewers,
This should make it easier for you to find your way around here,"If you ever lose your way, you can find your way with this",
I have some questions now,I have some questions now,
They pay us to keep the sewers free of vermin,They pay us to keep the sewers free of vermin,
Human and otherwise!,Human and otherwise!,
The man chuckles,The man chuckles,
Used to be it was fine work if you could stand the smell!,Used to be it was fine work, if you could stand the smell!,
But not lately,But not lately,
Sewers been overrun with beasties!,Sewers been overrun with beasties!,
"Overgrown, cruel, dangerous… monsters!","Overgrown, cruel, dangerous… monsters!",
I slew a leech the size of my leg the other day and a pack of rats nearly ended me just hours ago,I slew a leech the size of my leg the other day and a pack of rats nearly ended me just hours ago,
What's causing it?,What's causing it?,
Causing it?,Causing it?,
the man says dreamily as if he’d never stopped to consider it before,the man says dreamily as if he’d never stopped to consider it before,
Sometimes… sometimes I wonder if… if it’s not been like this all along?,Sometimes… sometimes I wonder if… if it’s not been like this all along?,
"I mean, it hasn’t","I mean, it hasn’t",
As I said: the darkness plays tricks on you down here,As I said: 'the darkness plays tricks on you down here',
Why are you still down here?,Why are you still down here?,
The man seems to collect his thoughts again,The man seems to collect his thoughts again,
"I know these tunnels like the back of my hand and with the carnage going on above, this place is as safe as any I reckon","I know these tunnels like the back of my hand and with the carnage going on above, this place is as safe as any I reckon",
Those Reavers are dangerous people and I’d rather take my chances down here for now,Those Reavers are dangerous people and I’d rather take my chances down here for now,
#HorrynSewersEntrance,#HorrynSewersEntrance,
You peer into the dark depths below,You peer into the dark depths below,
The stench of raw sewage assaults your olfactory organs with such force that you struggle to keep your last meal down,The stench of raw sewage assaults your olfactory organs with such force that you struggle to keep your last meal down,
Kat looks up at you pale-faced,Kat looks up at you pale-faced,
You can’t be seriou…“ Before she manages to finish the sentence she whirls around and vomits,"You can’t be seriou-"" Before she manages to finish the sentence she whirls around and vomits",
Rolands laughter booms,Rolands laughter booms,
What's wrong girl?,"What's wrong, girl?",
Lost your appetite for adventure?,Lost your appetite for adventure?,
You clamber down the grimy ladder and emerge into a series of vaulted tunnels,You clamber down the grimy ladder and emerge into a series of vaulted tunnels,
A thick bubbling greenish-brown stew lazily floats by you,A thick bubbling greenish-brown stew lazily floats by you,
A river of filth expertly channeled away by the city-spanning sewer-system,A river of filth expertly channeled away by the city-spanning sewer system,
I wonder if the craftsmen of today still possess the knowledge to build tunnels such as these?,I wonder if the craftsmen of today still possess the knowledge to build tunnels such as these?,
Iben muses,Iben muses,
The Gallian Empire has become an empire of caretakers,The Gallian Empire has become an empire of caretakers,
A ‘custodial empire’ who no longer builds,A ‘custodial empire’ who no longer builds,
Only frantically tries to fight off that great conqueror ‘decay’,Only frantically tries to fight off that great conqueror ‘decay’,
No?,No?,
You doubt the builders and craftsmen of today are even capable of such feats of engineering anymore,You doubt the builders and craftsmen of today are even capable of such feats of engineering anymore,
Continue on your way,Continue on your way,
#HorrynSewersMap,#HorrynSewersMap,
Sewer Map,Sewer Map,
The hand-drawn map has the following legend on the back,The hand-drawn map has the following poorly written legend scribbled in a crude script on its reverse,
Were we met. 2 - Something strange is going on near the fongos. 3 - Tunnels to underhalls,Were we met. 2 - Something strange is going on near the fongos. 3 - Tunnels to underhalls,
Watch out for thives. 4 - Outlet to harbor. 5 - Leds to cellar near tempel,Watch out for thives. 4 - Outlet to arbor. 5 - Leds to cellar near tempel,
X - Ladder to surfes,X - Ladder to surfes,
#,#,
# Chapter_1_HorrynUnderhalls,# Chapter_1_HorrynUnderhalls,
#,#,
#Chapter1Smugglers,#Chapter1Smugglers,
We've been holed up in these bloody caves for too long - a little bloodshed might do us good,We've been holed up in these bloody caves for too long - a little bloodshed might do us good,
"The furthest warriors draw their bows, as the lead figure strides towards you, blade in hand","The furthest warriors draw their bows, as the lead figure strides towards you, blade in hand",
"Roland, any ideas?","Roland, any ideas?",
I yield!,I yield!,
"None the less, trouble's found you","Nonetheless, trouble's found you",
And you're not leaving until she says so,And you're not leaving until she says so,
"So put down your weapons, or these tunnels are about to get very slippery","So put down your weapons, or these tunnels are about to get very slippery",
You want them?,You want them?,
Come get them,Come get them,
Fine!,Fine!,
We'll yield,We yield,
Smugglers,Smugglers,
Hold it!,Hold it!,
Comes a shout from the shadows ahead,Comes a shout from the shadows ahead,
Move any closer and you'll move no more,Move any closer and you'll move no more,
You can just make out the faint silhouettes of a group of armed warriors,You can just make out the faint silhouettes of a group of armed warriors,
Forgive me - I'll leave!,Forgive me - I'll leave!,
You have no idea who you're messing with,You have no idea who you're messing with,
We're the kind of folks who prefer to be left well alone,We're the kind of folks who prefer to be left well alone,
The kind who don't brook no interference from strangers,The kind who don't brook no interference from strangers,
The figures creep slowly out of the murk,The figures creep slowly out of the murk,
Being able to see them better does not reassure you,Being able to see them better does not reassure you,
We're here to offer our services,We're here to offer our services,
"If you want a fight, I'm happy to oblige?","If you want a fight, I'm happy to oblige?",
We're not looking for trouble,We're not looking for trouble,
Truly,Truly,
"Oh, it's not really that easy now is it?","Oh, it's not really that easy now is it?",
You know we're here now,You know we're here now,
And you could be anyone,And you could be anyone,
"The voice trails off, and one of the figures makes a high-pitched chuckle","The voice trails off, and one of the figures makes a high-pitched chuckle",
You want to bleed?,You want to bleed?,
Just ask!,Just ask!,
"Listen, we're not looking for trouble","Listen, we're not looking for trouble",
You don't say?,You don't say?,
The voice coos,The voice coos,
"Tell me, little lamprey, do you know who you're dealing with here?","Tell me, little lamprey, do you know who you're dealing with here?",
Please enlighten me,Please enlighten me,
I don't care,I don't care,
You all bleed the same,You all bleed the same,
I'm sure you are but the Queen will be the judge of that,I'm sure you are but the Queen will be the judge of that,
Now drop your fucking weapons and come with me!,Now drop your fucking weapons and come with me!,
"If you want my weapons, come and get them!","If you want my weapons, come and get them!",
I'll yield,I'll yield,
There's a staccato laugh from the darkness,There's a staccato laugh from the darkness,
"I can't deny we're in dire need of fresh blood, thanks to these interesting times","I can't deny we're in dire need of fresh blood, thanks to these interesting times",
I'd be happy to introduce you to the Queen herself - I'll even vouch for your enthusiasm,I'd be happy to introduce you to the Queen herself - I'll even vouch for your enthusiasm,
"But by the Mother of Maelstroms, I can't let you go armed","But by the Mother of Maelstroms, I can't let you go armed",
Guests!,Guests!,
I would see you in my quarters,I would see you in my quarters,
Do not keep me waiting,Do not keep me waiting,
And Armand - let them keep their weapons,And Armand - let them keep their weapons,
Any decent assassin would have shut you up long ago,Any decent assassin would have shut you up long ago,
Aye aye m'lady,"Aye aye, m'lady",
Armands offers a shallow bow,Armands offers a shallow bow,
You heard the lady,You 'eard the lady,
Make yourself at home in our little corner of luxury,Make yourself at home in our little corner of luxury,
Armand gestures towards the tunnels beyond with a theatrical gesture,Armand gestures towards the tunnels beyond with a theatrical gesture,
A womans voice rings through the caves with such authority that the would-be combatants stop dead in their tracks,A woman's voice rings through the caves with such authority that the would-be combatants stop dead in their tracks,
Armand!,Armand!,
What is this nonsense?,What is this nonsense?,
You'd add dead guests to the list of curses befalling us?,You'd add dead guests to the list of curses that befall us?,
Fool!,Fool!,
Armand,Armand,
A deep voice rings out through the caves,A deep voice rings out through the caves,
"Then, backlit by torches, you notice a woman overlooking the scenes from a high ledge","Then, backlit by torches, you notice a woman overlooking the scenes from a high ledge",
"We have guests, I see","We have guests, I see",
"I think it would behoove us to treat them with what hospitality we can muster, no?","I think it would behoove us to treat them with what hospitality we can muster, wouldn't you agree?",
You hear the shadowy sentinels immediately sheathe or stow their weapons,You hear the shadowy sentinels immediately sheathe or stow their weapons,
"Aye, m'lady!","Aye, m'lady!",
the man called Armand calls back respectfully,the man called Armand calls back respectfully,
"Roland strides towards the oncoming assailant, his figure looming over him, making him seem more beast than man,","Roland strides towards the oncoming assailant, his figure looming over him, making him seem more beast than man,",
Your archers might get me but I'll make damn sure you and I go together little man,Your archers might get me but I'll make damn sure you and I go together little man,
The shadowy figure stops dead in his tracks as Roland's voice rumbles menacingly through the tunnel,The shadowy figure stops dead in his tracks as Roland's voice rumbles menacingly through the tunnel,
"As you disarm, you find yourself at the mercy of the shadowy figures","As you disarm, you find yourself at the mercy of the shadowy figures",
"Even through the darkness, you can make out the white teeth of the leader's cruel grin","Even through the darkness, you can make out the white teeth of the leader's cruel grin",
This was a bad idea,This was a bad idea,
"Out of the corner of your eye, you can see Iben shift ever so slightly to put you between him and your would be assailants","Out of the corner of your eye, you can see Iben shift ever so slightly to put you between him and your would be assailants",
#HorrynIagoCaptured,#HorrynIagoCaptured,
Sitting on the cold floor is a man in heavy chains,Sitting on the cold floor is a man in heavy chains,
"As you approach, he looks up and from underneath his long unkempt hair his eyes glint and the vaguest outline of a smile flashes across his face","As you approach, he looks up and from underneath his long unkempt hair his eyes glint and the vaguest outline of a smile flashes across his face",
Finally!,Finally!,
