There are five pilgrim-shrines in the Outer Isles and I should attempt to visit all of them,There are five pilgrim-shrines in the Outer Isles and I should attempt to visit all of them,
I’ve learned the prayer to recite at each of them,I’ve learned the proper prayer to recite at each,
Shrine of Agility,Shrine of Agility,
I should pray at the Shrine of Agility to receive its blessing,I should pray at the Shrine of Agility to receive its blessing,
The shrine can be found on one of the small islands in the archipelago of the Outer Isles,The shrine can be found on one of the small islands in the archipelago of the Outer Isles,
Shrine of Fortitude,Shrine of Fortitude,
I should pray at the Shrine of Fortitude to receive its blessing,I should pray at the Shrine of Fortitude to receive its blessing,
"The shrine is said to be located somewhere on the island of Eryll, north of Idra","The shrine is said to be located somewhere on the island of Eryll, north of Idra",
Shrine of Intellect,Shrine of Intellect,
I should pray at the Shrine of Intellect to receive its blessing,I should pray at the Shrine of Intellect to receive its blessing,
The shrine can be found on an island directly east of Idra,The shrine can be found on an island directly east of Idra,
Shrine of Presence,Shrine of Presence,
I should pray at the Shrine of Presence to receive its blessing,I should pray at the Shrine of Presence to receive its blessing,
The shrine can be found on Idra - at the island’s northernmost point,The shrine can be found on Idra - at the island’s northernmost point,
Shrine of Strength,Shrine of Strength,
I should pray at the Shrine of Strength to receive its blessing,I should pray at the Shrine of Strength to receive its blessing,
"The shrine is said to be located on Gradla's western coast, near the volcano Karaban","The shrine is said to be located on Gradla's western coast, near the volcano Karaban",
Carnivale,Carnivale,
Preparations,Preparations,
The Baron and Baroness of Firgol are putting on a feast called the Carnivale for the commoners of the village of Firgol,The Baron and Baroness of Firgol are putting on a feast called the Carnivale for the commoners of the village of Firgol,
"The preparations are taking a bit longer than expected however, and they’ve asked me to see if I can help out","The preparations are taking a bit longer than expected however, and they’ve asked me to see if I can help out",
"The Baroness asked me to talk to Ari the brewer, Camilla the weaver and Klara the cook to see if they need my help","The Baroness asked me to talk to Ari the brewer, Camilla the weaver, and Klara the cook to see if she needs my help",
All three can be found in the main village,All three can be found in the main village,
The Brewer,The Brewer,
The Baroness of Firgol has asked me to talk to Ari the brewer to see if they need my help in finishing preparations for the Canivale,The Baroness of Firgol has asked me to talk to Ari the brewer to see if he needs my help in finishing preparations for the Canivale,
TALK TO ARI,TALK TO ARI,
Talk to Ari,Talk to Ari,
I need to seek out Ari the Brewer,I need to seek out Ari the Brewer,
He lives somewhere in the village of Firgol,He lives somewhere in the village of Firgol,
GNAWING AT THE ROOTS,GNAWING AT THE ROOTS,
Gnawing at the Roots,Gnawing at the Roots,
Ari the Brewer in Firgol has asked me to find and clear three mole-burrows in his orchards,Ari the Brewer in Firgol has asked me to find and clear three mole-burrows in his orchards,
They may be well hidden so I might need to search for them,"They may be well hidden, so I might need to search for them",
"Once I find them, I should use a shovel to collapse them","Once I find them, I should use a shovel to collapse them",
Once I’m done I am to return to Ari,"Once I’m done, I am to return to Ari",
The orchards are located north of Ari’s house in the village of Firgol,"The orchards are located north of Ari’s house, in the village of Firgol",
Burrows Found,Burrows Found,
The Cook,The Cook,
The Baroness of Firgol has asked me to talk to Klara the cook to see if they need my help in finishing preparations for the Canivale,The Baroness of Firgol has asked me to talk to Klara the cook to see if she needs my help in finishing preparations for the Canivale,
TALK TO KLARA,TALK TO KLARA,
Talk to Klara,Talk to Klara,
I need to seek out Klara the cook,I need to seek out Klara the cook,
She works at the inn in Firgol,She works at the inn in Firgol,
Queen's Gambit,Queen's Gambit,
Klara the cook at the inn is preparing honey cakes for the carnivale,Klara the cook at the inn is preparing honey cakes for the Carnivale,
She’s asked that I go to the beehives west of the village and fetch her at least one honeycomb of the local 'Firgol honey',She’s asked that I go to the beehives west of the village and fetch her at least one honeycomb of the local 'Firgol honey',
The Weaver,The Weaver,
The Baroness of Firgol has asked me to talk to Camilla the weaver to see if they need my help in finishing preparations for the Canivale,The Baroness of Firgol has asked me to talk to Camilla the weaver to see if she needs my help in finishing preparations for the Canivale,
TALK TO CAMILLA,TALK TO CAMILLA,
Talk to Camilla,Talk to Camilla,
I need to seek out Camilla the weaver,I need to seek out Camilla the weaver,
She lives somewhere in the village of Firgol,She lives somewhere in the village of Firgol,
A Song for Camilla,A Song for Camilla,
Camilla the weaver has a crush on a woman named Cass,Camilla the weaver is enamoured by a woman named Cass,
Unfortunately she fears her love is unrequited and has asked me to talk to Cass on her behalf,"Unfortunately, she fears her love is unrequited and, overcome with anxiety, has asked me to interpose and talk to Cass on her behalf",
She suggests I search for Cass along the bed of the lake or creek that runs past Firgol,She suggests I search for Cass along the bed of the lake or creek that runs past Firgol,
Such Wonders,Such Wonders,
Carnivale is upon you!,The Carnivale is upon you!,
Eat!,Eat!,
Drink!,Drink!,
Revel!,Revel!,
You must partake in all the wonders of the Carnivale!,You must partake in all the wonders of the Carnivale!,
Try the drink at the Carnevale!,Try the drink at the Carnivale!,
Sample the food at the Carnivale,Sample the food at the Carnivale,
Give in to the music of the Carnivale,Give in to the music of the Carnivale,
The Surprise,The Surprise,
Enjoy the rest of the night,Enjoy the rest of the night,
The Finale,The Finale,
Storm the Firgol manor,Storm the Firgol manor,
The Baron's Play,The Baron's Play,
The Baron's play is about to begin,The Baron's play is about to begin,
Take your place in front of the stage,Take your place in front of the stage,
The Tower of Ash,The Tower of Ash,
We met a strange man on Idra who beseeched us to travel to an island just north of Idra called Eryll and seek out ‘The Tower of Ash’,We met a strange man on Idra who beseeched us to travel to an island just north of Idra called Eryll and seek out the “Tower of Ash”,
Apparently his master is somehow in dire straits and in need of aid,"Apparently, his master is somehow in dire straits and in need of aid",
"Though not much more could be learned from the man, I suspect his master may in fact be a Magos of quite some power","Though not much more could be learned from the man, I suspect his master may, in fact, be a Magos of quite some power",
TO THE TOWER,TO THE TOWER,
To the Tower,To the Tower,
I've been asked to travel to the island of Eryll,I've been asked to travel to the island of Eryll,
It lies a short distance north of Idra but still south of Gradla,It lies a short distance north of Idra but still south of Gradla,
There I must find ‘The Tower of Ash’ and venture to learn more of the plight of its ‘Master’,There I must find the “Tower of Ash” and venture to learn more of the plight of its “Master”,
Down Below,Down Below,
I met the strange apprentices of a Magos by the name of Calipero,I met the strange apprentices of a Magos by the name of Calipero,
He seems to be missing in the halls underneath the tower and the apprentices are desperate to see him returned,He seems to be missing in the halls underneath the tower and the apprentices are desperate to see him returned,
The entrance to the dungeons below can be found under the mercury pool on the ground floor of the tower,The entrance to the dungeons below can be found under the mercury pool on the ground floor of the tower,
Apparently the entrance will somehow reveal itself if I blow the silver flute given to me by the apprentices,"Apparently, the entrance will somehow reveal itself if I blow the silver flute given to me by the apprentices",
Salts of Elthanyr,Salts of Elthanyr,
"As I entered the dungeon, I was contacted through magical means by Calipero himself","As I entered the dungeon, I was contacted through magical means by Calipero himself",
It seems he is locked in an arcane stale-mate with some creature he tried to call forth from beyond,It seems he is locked in an arcane stalemate with some creature he tried to call forth from beyond,
To free himself he has asked that we create something called the Salts of Elthanyr and bring it to his summoning chambers beneath the main dungeon,To free himself he has asked that we create something called the Salts of Elthanyr and bring it to his summoning chambers beneath the main dungeon,
Ingredient Hunt,Ingredient Hunt,
To craft the Salts of Elthanyr I need to find the 'Protoplasmic Catalyzer' and add the following ingredients is this exact order,To craft the Salts of Elthanyr I need to find the 'Protoplasmic Catalyser' and add the following ingredients is this exact order,
First add Sylversalt,"First, introduce Sylversalt",
"Second, add Salamander’s Horn","Second, add Salamander’s Horn.",
"Finally, add Lotus Petals","Finally, Lotus Petals",
I'm sure these ingredients as well as the 'Protoplasmic Catalyzer' can be found in this very dungeon,"I'm sure these ingredients, as well as the “Protoplasmic Catalyser”, can be found in this very dungeon",
The Recipe,The Recipe,
For starters I need to find the recipe for Salts of Elthanyr,For starters I need to find the recipe for Salts of Elthanyr,
Hopefully the recipe can be found somewhere in this dungeon,Hopefully the recipe can be found somewhere in this dungeon,
The Summoning Chamber,The Summoning Chamber,
I've crafted the Salts of Elthanyr,I've crafted the Salts of Elthanyr,
Now I need to make my way down Calipero's Summoning Chambers and assist him as best I can,"Now, I need to make my way down Calipero's Summoning Chambers and assist him as best I can",
Vomit Cups,Vomit Cups,
"Esteban, the alchemist in the Underhalls under Horryn, has asked me to find some ‘vomit cup’ fungi for him","Esteban, the alchemist in the Underhalls under Horryn, has asked me to find some “vomit cup” fungi for him",
They are large green fungi that smell horribly,"They are large, green fungi that have a nauseating stench",
He explains that they grow in caves adjoining the Underhalls,He explains that they grow in caves adjoining the Underhalls,
These caves can be accessed through a barred gate west of the Rat-Queens court,These caves can be accessed through a barred gate west of the Rat Queens court,
The area is off-limits and a guard patrols it,The area is off-limits and is patrolled by guards,
"Once past the gate, I should make a left turn and find the chamber where the vomit cups grow","Once past the gate, I should make a left turn and find the chamber where the vomit cups grow",
"Afterwards, I’ll return to Esteban for my rewards as well as access to his alchemical supplies","Afterwards, I’ll return to Esteban for my rewards, including access to his alchemical supplies",
